School,G,Overall W-L%,Overall SRS,Overall SOS,Conf. W-L%,Home W-L%,Away W-L%,AVG PPG,AVG DPPG,AVG PD,AST/TOV,PF/G,Year
Eastern Michigan,34,0.471,-6.25,-1.25,0.438,0.722,0.143,56.647,59.147,-2.5,0.77,16.79,2013
Eastern Washington,31,0.323,-10.87,-5.58,0.35,0.5,0.133,69.226,74.516,-5.29,0.995,18.42,2013
Elon,33,0.636,-3.55,-5.16,0.722,0.8,0.5,68.879,64.97,3.909,1.161,16.91,2013
Evansville,36,0.583,5.26,2.91,0.556,0.833,0.313,69.167,65.944,3.222,1.417,17.64,2013
Fairfield,35,0.543,-0.53,-1.99,0.5,0.545,0.444,60.629,59.171,1.457,0.945,19.71,2013
Fairleigh Dickinson,31,0.226,-17.99,-4.64,0.111,0.167,0.176,65.613,78.968,-13.355,0.831,18.42,2013
Florida,37,0.784,23.88,6.85,0.778,1,0.583,71.405,54.378,17.027,1.347,14,2013
Florida A&M,31,0.258,-16.11,-6.17,0.313,0.6,0.056,65,72.097,-7.097,0.701,19.61,2013
Florida Atlantic,32,0.438,-5.84,-2.45,0.45,0.733,0.188,65.375,67.625,-2.25,0.66,18.13,2013
Florida Gulf Coast,37,0.703,3.01,-1.82,0.722,0.938,0.4,72.865,66.73,6.135,0.96,17.54,2013
Florida International,32,0.563,-2.05,-2.08,0.55,0.769,0.375,69.063,69.031,0.031,0.762,18.84,2013
Florida St.,34,0.529,5.71,7.26,0.5,0.556,0.3,67,68.559,-1.559,0.775,17.68,2013
Fordham,31,0.226,-6.88,4.6,0.188,0.364,0.063,64.419,75.903,-11.484,0.776,20.32,2013
Fresno St.,30,0.367,3.19,6.44,0.313,0.429,0.333,59.933,60.967,-1.033,0.79,19.4,2013
Furman,31,0.226,-17.42,-5.25,0.167,0.357,0.067,60.29,70.323,-10.032,0.754,15.58,2013
Gardner Webb,34,0.618,-3.17,-5.88,0.688,0.8,0.4,65.765,60.765,5,0.954,17.18,2013
George Mason,38,0.579,2.03,-0.15,0.556,0.588,0.571,68.079,65.895,2.184,0.917,20.34,2013
George Washington,30,0.433,4.24,3.51,0.438,0.5,0.357,66.267,65.533,0.733,0.841,17.6,2013
Georgetown,32,0.781,15.86,7.61,0.778,0.941,0.667,64.688,56.438,8.25,1.165,17.38,2013
Georgia,32,0.469,5.39,6.17,0.5,0.667,0.273,60.813,61.594,-0.781,0.796,16.91,2013
Georgia Southern,33,0.424,-9.62,-4.98,0.389,0.538,0.313,62.121,65.091,-2.97,0.731,18.18,2013
Georgia St.,31,0.484,-2.01,-2.38,0.556,0.563,0.4,68.194,66.935,1.258,1.011,17.16,2013
Georgia Tech,31,0.516,6.62,4.69,0.333,0.647,0.3,64.29,62.355,1.935,0.987,16.68,2013
Gonzaga,35,0.914,20.44,4.14,1,0.938,0.909,77.029,59.857,17.171,1.349,15.74,2013
Grambling,28,0,-35.87,-9.19,0,0,0,49.679,76.357,-26.679,0.591,17.57,2013
Green Bay,34,0.529,1.66,-0.28,0.625,0.8,0.25,66.088,63,3.088,0.998,17.26,2013
Hampton,31,0.452,-9.32,-7.8,0.688,0.5,0.467,62.452,63.968,-1.516,0.668,20.48,2013
Hartford,31,0.548,-5.83,-4.7,0.625,0.667,0.467,60.097,61.226,-1.129,0.864,18.87,2013
Harvard,30,0.667,3.96,0.17,0.786,0.929,0.429,68.3,64.133,4.167,0.982,15.23,2013
Hawaii,32,0.531,-3.37,-2.54,0.556,0.65,0.364,73,72.031,0.969,0.961,16.63,2013
High Point,31,0.548,-4.64,-7.23,0.75,0.667,0.429,71.645,66.194,5.452,1.21,18.65,2013
Hofstra,32,0.219,-10.74,-1.9,0.222,0.4,0.067,58.531,66.625,-8.094,0.674,16.81,2013
Holy Cross,30,0.4,-6.12,-2.96,0.286,0.583,0.25,61.133,64.3,-3.167,0.984,17.1,2013
Houston,33,0.606,-0.3,-3.77,0.438,0.778,0.385,78.121,73.333,4.788,1.155,18.15,2013
Houston Christian,31,0.452,-15.25,-8.1,0.375,0.583,0.2,63.935,67.097,-3.161,0.654,19.77,2013
Howard,31,0.226,-14.41,-5.34,0.25,0.417,0.133,52.097,60.258,-8.161,0.597,17.35,2013
Idaho,30,0.4,-2.23,0.29,0.389,0.429,0.429,68.333,69.3,-0.967,0.975,16.63,2013
Idaho St.,30,0.2,-13.08,-4.94,0.25,0.417,0.067,57,64.267,-7.267,0.85,15.77,2013
Illinois,36,0.639,13.18,10.04,0.444,0.75,0.5,68.472,64.778,3.694,0.888,18,2013
Illinois St.,33,0.545,9.61,3.7,0.444,0.688,0.385,74.545,68.636,5.909,1.137,18.15,2013
Illinois-Chicago,34,0.529,-1.79,-0.69,0.438,0.75,0.286,62.824,62.765,0.059,0.983,16.85,2013
Indiana,36,0.806,24.92,8.39,0.778,0.895,0.778,78.639,62.111,16.528,1.096,16.61,2013
Indiana St.,33,0.545,5.08,5.64,0.5,0.786,0.286,65.424,65.576,-0.152,0.913,17.67,2013
Iona,34,0.588,4.06,0,0.611,0.917,0.357,80.382,76.324,4.059,1.242,17.12,2013
Iowa,38,0.658,14.22,6.93,0.5,0.9,0.273,70.132,62.842,7.289,1.204,17.05,2013
Iowa St.,35,0.657,14.5,6.13,0.611,0.941,0.364,79.4,71.029,8.371,1.217,16.94,2013
IUPUI,32,0.188,-15.92,-2.79,0.063,0.273,0.071,65.5,76.594,-11.094,1.034,15.81,2013
Jackson St.,29,0.379,-14.82,-9.55,0.5,0.667,0.222,66.207,71.483,-5.276,0.743,19.59,2013
Jacksonville,32,0.438,-10.2,-4.47,0.5,0.769,0.188,68.156,71.875,-3.719,0.848,19.22,2013
Jacksonville St.,28,0.607,-4.47,-4.28,0.5,0.75,0.429,66.321,64.893,1.429,0.995,16.86,2013
James Madison,36,0.583,-1.67,-2.22,0.611,0.714,0.308,65.167,64.611,0.556,1.055,17.22,2013
Kansas,37,0.838,20.79,7.55,0.778,0.941,0.7,75.189,61.946,13.243,1.112,16.76,2013
Kansas City,32,0.25,-13.61,-2.74,0.313,0.214,0.267,60.938,70.375,-9.438,0.654,18.59,2013
Kansas St.,35,0.771,13.54,6.54,0.778,0.938,0.7,68.971,60.429,8.543,1.382,18.03,2013
Kennesaw St.,30,0.1,-15.13,-4.5,0.111,0.167,0.063,61.033,71.667,-10.633,0.754,20.1,2013
Kent St.,35,0.6,2.38,-0.82,0.563,0.667,0.533,70.971,67.8,3.171,0.899,19.54,2013
Kentucky,33,0.636,13.96,5.81,0.667,0.889,0.333,72.606,64.455,8.152,1.026,17.15,2013
La Salle,34,0.706,10.15,4.47,0.688,0.867,0.571,72.059,66.382,5.676,1.233,15.29,2013
Lafayette,34,0.559,-2.99,-2.35,0.714,0.824,0.294,69.088,69,0.088,1.146,15.59,2013
Lamar,31,0.097,-20.56,-3.27,0.056,0.091,0.056,60.065,77.355,-17.29,0.626,16.39,2013
Lehigh,31,0.677,3.96,-3,0.714,0.786,0.563,73.097,65.226,7.871,1.336,15.42,2013
Liberty,36,0.417,-9.11,-5.78,0.375,0.533,0.267,69.139,69.972,-0.833,0.927,19.03,2013
Lipscomb,30,0.4,-11.41,-3.17,0.389,0.571,0.267,69.3,76.667,-7.367,0.685,21.9,2013
Little Rock,32,0.531,-4.34,-2.21,0.55,0.813,0.231,66.469,66.625,-0.156,0.762,19.75,2013
Long Beach St.,33,0.576,-1.48,1.62,0.778,0.786,0.412,69.424,71.515,-2.091,0.821,17.27,2013
LIU Brooklyn,34,0.588,-3.19,-5.78,0.667,0.857,0.438,78.735,76.147,2.588,1.06,17.56,2013
Longwood,33,0.242,-19.32,-5.07,0.25,0.308,0.125,68.788,81.424,-12.636,0.838,17.94,2013
Louisiana Lafayette,33,0.394,-4.9,-2.22,0.4,0.667,0.125,70.818,73.121,-2.303,0.788,18.85,2013
LSU,31,0.613,5.82,4.01,0.5,0.824,0.333,70.774,68.968,1.806,0.993,18.84,2013
Louisiana Tech,34,0.794,5.47,-2.08,0.889,1,0.647,72.647,63.265,9.382,1.078,18.35,2013
Louisiana-Monroe,27,0.148,-13.95,-1.43,0.15,0.25,0.071,60.037,72.556,-12.519,0.836,18.44,2013
Louisville,40,0.875,24.82,9.14,0.778,0.938,0.727,74.45,58.775,15.675,1.18,18.18,2013
Loyola Chicago,31,0.484,-1.02,-2.29,0.313,0.571,0.4,64.355,62.387,1.968,1.054,15.48,2013
Loyola MD,35,0.657,1.35,-2.08,0.667,0.813,0.467,66.886,63.457,3.429,1.01,18.51,2013
Loyola Marymount,34,0.324,-3.1,2.81,0.063,0.357,0.143,64.765,68.765,-4,0.816,18.5,2013
Maine,30,0.367,-9.55,-4.1,0.375,0.667,0.167,66.267,69.7,-3.433,0.853,18.23,2013
Manhattan,32,0.438,-1.96,-0.36,0.5,0.636,0.313,58.281,59.875,-1.594,0.658,21.06,2013
Marist,31,0.323,-6.33,-1.62,0.333,0.462,0.214,65.968,70.677,-4.71,0.894,17.1,2013
Marquette,35,0.743,14.05,8.59,0.778,1,0.455,68.057,62.6,5.457,1.025,16.86,2013
Marshall,32,0.406,-3.61,0.94,0.375,0.733,0.083,69,72.719,-3.719,0.885,19.28,2013
Maryland,38,0.658,11.39,4.68,0.444,0.857,0.364,70.737,64.026,6.711,0.968,16.66,2013
UMBC,31,0.258,-12.48,-3.68,0.313,0.429,0.067,63.548,71.484,-7.935,0.809,20.16,2013
Maryland-Eastern Shore,28,0.071,-19.66,-5.16,0.125,0.25,0,54.821,69.321,-14.5,0.608,16.5,2013
Massachusetts,33,0.636,5.84,4.57,0.563,0.667,0.667,72.97,71.697,1.273,1.013,19.15,2013
McNeese St.,31,0.452,-11.5,-4.64,0.389,0.643,0.267,66.29,70.065,-3.774,1.019,17.16,2013
Memphis,36,0.861,12.28,2.73,1,0.944,0.9,74.472,64.917,9.556,1.157,18.08,2013
Mercer,36,0.667,0.94,-3.82,0.778,1,0.529,65.861,59.306,6.556,1.137,17.89,2013
Miami FL,36,0.806,16.98,7.87,0.833,0.933,0.769,69.694,60.583,9.111,1.082,14.58,2013
Miami (OH),31,0.29,-6.62,-0.25,0.188,0.385,0.235,63.032,68.645,-5.613,0.859,18,2013
Michigan,39,0.795,21.29,10.05,0.667,0.944,0.5,75.179,63.256,11.923,1.535,12.72,2013
Michigan St.,36,0.75,18.63,10.55,0.722,0.944,0.545,68,59.139,8.861,0.969,16.08,2013
Middle Tennessee,34,0.824,11.18,-1.5,0.95,1,0.786,70.735,58.059,12.676,1.037,20.59,2013
Milwaukee,32,0.25,-10.31,-0.25,0.188,0.5,0.063,62.719,70.75,-8.031,0.773,16.34,2013
Minnesota,34,0.618,16.84,10.31,0.444,0.882,0.273,68.735,62.206,6.529,1.077,17.79,2013
Mississippi,36,0.75,14.44,4.17,0.667,0.941,0.5,77.194,66.917,10.278,1.139,16.83,2013
Mississippi St.,32,0.313,-4.52,4.36,0.222,0.5,0.083,60.625,69.5,-8.875,0.589,16.22,2013
Mississippi Valley St.,28,0.179,-19.14,-8.29,0.278,0.444,0.059,63.036,73.893,-10.857,0.635,20.14,2013
Missouri,34,0.676,15.42,6.01,0.611,1,0.2,76.118,66.706,9.412,1.068,16.68,2013
Missouri St.,33,0.333,-2.8,4.65,0.389,0.533,0.143,59.576,64.727,-5.152,0.994,17.7,2013
Monmouth,31,0.323,-12.01,-4.17,0.278,0.385,0.188,64.806,72.645,-7.839,0.82,20.35,2013
Montana,32,0.781,-1.19,-4.29,0.95,0.938,0.714,69.938,65.5,4.438,1.036,16.97,2013
Montana St.,30,0.433,-11,-6.78,0.5,0.625,0.231,70.6,72.7,-2.1,0.96,17.87,2013
Morehead St.,33,0.455,-5.34,-1.79,0.5,0.667,0.2,72.606,72.97,-0.364,0.853,24.7,2013
Morgan St.,32,0.531,-5.38,-7.5,0.625,0.556,0.471,67.563,65.438,2.125,0.842,17.75,2013
Mount St. Mary's,32,0.563,-5.83,-4.08,0.611,0.833,0.4,69.781,71.531,-1.75,0.977,19.47,2013
Murray St.,31,0.677,1.25,-2.86,0.625,0.714,0.667,72.806,66.806,6,0.917,17.29,2013
Navy,31,0.258,-11.29,-4.42,0.143,0.357,0.133,55.129,60.903,-5.774,1.037,16.94,2013
North Carolina St.,35,0.686,14.34,7.19,0.611,0.941,0.3,77.371,70.229,7.143,1.18,15.54,2013
Nebraska,33,0.455,4.4,9.58,0.278,0.611,0.182,58.273,63.455,-5.182,0.923,17.3,2013
Nevada,31,0.387,0.35,5.25,0.188,0.588,0.154,67.484,71.903,-4.419,0.886,19.03,2013
UNLV,35,0.714,12.81,5.6,0.625,0.895,0.5,71.371,63.029,8.343,1.154,16.94,2013
New Hampshire,29,0.31,-8.24,-4.17,0.313,0.5,0.188,60.172,62.724,-2.552,0.866,17.17,2013
New Mexico,35,0.829,13.24,6.59,0.813,0.938,0.667,67.286,60.629,6.657,1.256,15.49,2013
New Mexico St.,35,0.686,5.09,0.68,0.778,0.938,0.429,67.286,62.143,5.143,0.792,15,2013
New Orleans,26,0.308,-21.28,-6.14,NA,0.667,0,68.885,75.308,-6.423,0.779,20.42,2013
Niagara,33,0.576,0.59,-1.14,0.722,0.733,0.467,73.818,72.091,1.727,1.119,19.79,2013
Nicholls St.,30,0.3,-10.56,-5,0.444,0.5,0.235,67.333,72.9,-5.567,0.911,18.8,2013
NJIT,29,0.552,-8.34,-9.02,0.75,0.8,0.308,70.414,64.448,5.966,0.882,19.55,2013
Norfolk St.,33,0.636,-5.76,-6.54,1,1,0.526,66.303,65.515,0.788,0.815,18.7,2013
North Carolina,36,0.694,14.57,8.06,0.667,0.875,0.538,76.722,69.222,7.5,1.423,14.97,2013
North Carolina A&T,37,0.541,-6.93,-6.29,0.5,0.75,0.294,62.135,61.919,0.216,0.718,19.35,2013
North Carolina Central,31,0.71,-2.22,-7.04,0.938,0.857,0.643,67.065,56.71,10.355,0.982,17.68,2013
North Dakota,33,0.485,-8.66,-5.46,0.6,0.643,0.353,67.333,67.97,-0.636,0.914,16.48,2013
North Dakota St.,34,0.706,5.21,-4.01,0.75,0.923,0.467,67.118,56.118,11,1.136,15.94,2013
North Florida,32,0.406,-7.09,-2.96,0.444,0.636,0.222,66.281,69.844,-3.563,0.94,17.56,2013
North Texas,32,0.375,-6.38,-2.71,0.35,0.533,0.154,66.156,68.781,-2.625,0.732,17.44,2013
Northeastern,33,0.606,-1.34,-1.91,0.778,0.467,0.769,68.879,68.303,0.576,1.061,15.3,2013
Northern Arizona,32,0.344,-12.15,-3.69,0.4,0.5,0.235,66.875,75.344,-8.469,0.948,17.44,2013
Northern Colorado,31,0.419,-7.76,-5.31,0.5,0.615,0.235,70.452,70.355,0.097,0.995,17.77,2013
Northern Illinois,30,0.167,-12,-2.2,0.188,0.214,0.125,53.967,62.833,-8.867,0.585,20.4,2013
Northern Iowa,36,0.583,8.58,5.21,0.611,0.8,0.455,66.667,61.917,4.75,1.023,14.64,2013
Northern Kentucky,27,0.407,-7.55,-5.15,0.5,0.556,0.4,58.593,61,-2.407,1.104,15.81,2013
Northwestern,32,0.406,5.36,8.29,0.222,0.421,0.3,60.719,63.656,-2.938,1.365,16.63,2013
Northwestern St.,32,0.719,0.39,-3.79,0.833,0.929,0.533,79.969,71.406,8.563,1.092,19.34,2013
Notre Dame,35,0.714,13.76,7.24,0.611,0.895,0.444,70,63.486,6.514,1.494,14.14,2013
Oakland,33,0.485,-4.38,-1.61,0.625,0.833,0.263,74.061,75.303,-1.242,1.085,18.82,2013
Ohio,34,0.706,6.95,-1.05,0.875,0.889,0.5,72.471,64.471,8,1.381,19.68,2013
Ohio St.,37,0.784,20.19,9.33,0.722,0.889,0.5,70.243,59.378,10.865,1.308,15.95,2013
Oklahoma,32,0.625,11.4,7.08,0.632,0.857,0.417,70.625,66.313,4.313,1.048,17.41,2013
Oklahoma St.,33,0.727,15.57,6.72,0.722,0.882,0.5,71.848,63,8.848,0.968,18.12,2013
Old Dominion,30,0.167,-7.56,-1.53,0.167,0.118,0.167,64.9,70.933,-6.033,0.913,19.23,2013
Omaha,31,0.355,-15.19,-3.91,0.375,0.538,0.188,71.452,82.194,-10.742,0.903,17,2013
Oral Roberts,35,0.571,-0.27,-3.03,0.722,0.714,0.529,70.971,66.886,4.086,0.915,16.51,2013
Oregon,37,0.757,13.78,5.73,0.667,0.895,0.545,71.622,63.568,8.054,0.872,17.59,2013
Oregon St.,32,0.438,6.01,4.26,0.222,0.529,0.3,72,70.25,1.75,1.058,15.91,2013
Pacific,35,0.629,1.67,0.76,0.722,0.867,0.308,66.971,63.943,3.029,1.308,17.74,2013
Penn St.,31,0.323,2.86,9.47,0.111,0.471,0.1,61.613,68.226,-6.613,0.801,21.9,2013
Penn,31,0.29,-6.95,-1.47,0.429,0.417,0.25,62.806,68.29,-5.484,0.844,20.77,2013
Pepperdine,30,0.4,-3.85,0.94,0.25,0.462,0.333,62.767,67.367,-4.6,0.814,17.17,2013
Pittsburgh,33,0.727,18.84,5.66,0.667,0.842,0.667,69.152,55.97,13.182,1.475,17.42,2013
Portland,32,0.344,-5.82,3.24,0.25,0.5,0.154,60.969,68.406,-7.438,0.806,17.59,2013
Portland St.,28,0.286,-10.94,-5.64,0.25,0.571,0,68.893,72.75,-3.857,1.099,16.5,2013
Prairie View,34,0.441,-15.63,-10.11,0.444,0.692,0.188,64.176,65.382,-1.206,0.727,20.29,2013
Presbyterian,32,0.25,-17.43,-4.67,0.25,0.538,0.063,62.094,70.25,-8.156,0.914,15.31,2013
Princeton,28,0.607,3.17,-1.64,0.714,0.692,0.571,64.393,58.393,6,1.177,16.18,2013
Providence,34,0.559,9.3,6.56,0.5,0.778,0.333,67.618,64.882,2.735,1.125,17.12,2013
Purdue,34,0.471,9.04,7.87,0.444,0.632,0.364,66.235,65.059,1.176,1.096,17.82,2013
Purdue-Fort Wayne,33,0.485,-6.99,-5.31,0.438,0.714,0.286,67.061,66,1.061,0.92,17.67,2013
Quinnipiac,31,0.484,-4.74,-4.9,0.611,0.571,0.429,71.774,71.613,0.161,0.9,19.65,2013
Radford,32,0.406,-10.83,-7.27,0.438,0.615,0.25,66.75,68.094,-1.344,0.884,19.13,2013
Rhode Island,29,0.276,-0.58,4.97,0.188,0.333,0.25,61.586,67.138,-5.552,0.903,19.34,2013
Rice,31,0.161,-11.13,0.01,0.063,0.313,0,60.484,70.935,-10.452,1.014,18.81,2013
Richmond,34,0.559,6.92,3.45,0.5,0.882,0.267,70,66.529,3.471,1.053,19.59,2013
Rider,34,0.559,-1.19,-1.63,0.667,0.643,0.471,63.706,63.265,0.441,0.655,18.26,2013
Robert Morris,35,0.686,0.25,-4.89,0.778,0.813,0.588,70.857,65.714,5.143,1.096,19.57,2013
Rutgers,31,0.484,5.98,6.79,0.278,0.563,0.333,65.387,66.194,-0.806,0.911,19.45,2013
Sacramento St.,29,0.483,-9.5,-6.88,0.4,0.714,0.267,64.69,65.655,-0.966,1.102,16,2013
Sacred Heart,29,0.31,-9.75,-3.68,0.389,0.417,0.188,70.207,76.276,-6.069,0.88,18.41,2013
Saint Francis (PA),29,0.172,-15.15,-4.36,0.278,0.231,0.125,62.207,73,-10.793,0.869,18.52,2013
Saint Joseph's,32,0.563,7.33,4.05,0.5,0.733,0.385,67.188,63.906,3.281,1.181,13.09,2013
Saint Louis,35,0.8,14.35,4.29,0.813,0.895,0.667,68.229,58.171,10.057,1.183,17.23,2013
Saint Mary's,35,0.8,14.46,3.26,0.875,0.941,0.818,74.571,62.943,11.629,1.207,17.49,2013
Saint Peter's,30,0.3,-9.04,-2.9,0.167,0.385,0.267,59.6,65.733,-6.133,0.879,18.9,2013
Sam Houston St.,34,0.5,-6.48,-5.19,0.444,0.6,0.375,63.765,61.176,2.588,1.051,21.15,2013
Samford,32,0.344,-10.02,-4.34,0.5,0.538,0.25,61.156,66.063,-4.906,0.953,16.78,2013
San Diego,34,0.471,-0.6,2.56,0.438,0.667,0.308,65.147,66.471,-1.324,0.856,17.06,2013
San Diego St.,34,0.676,12.95,6.14,0.563,0.933,0.4,69.294,61.088,8.206,1.037,14.62,2013
San Francisco,31,0.484,2.44,2.85,0.438,0.533,0.545,69.71,69.065,0.645,1.019,17.68,2013
San Jose St.,29,0.31,-9.43,-0.96,0.176,0.357,0.308,62.138,68.931,-6.793,0.789,17.72,2013
Santa Clara,38,0.684,6.54,1.68,0.563,0.75,0.625,74.395,67.816,6.579,1.197,19.66,2013
Savannah St.,34,0.559,-5.4,-4.71,0.688,0.786,0.389,56.794,55.5,1.294,0.594,18.47,2013
Seattle,30,0.267,-4.56,-1.08,0.167,0.313,0.25,65.533,68.6,-3.067,0.769,19.6,2013
Seton Hall,33,0.455,5.55,5.97,0.167,0.588,0.182,64.727,65.152,-0.424,0.897,18.91,2013
Siena,32,0.25,-10.23,-1.86,0.222,0.286,0.143,60.031,68.406,-8.375,0.676,15.66,2013
South Alabama,30,0.567,-2.88,-2.95,0.7,0.769,0.5,68.667,68,0.667,0.678,18.77,2013
South Carolina,32,0.438,-0.68,2.14,0.222,0.556,0.1,66.094,68.906,-2.813,0.798,20.03,2013
South Carolina St.,30,0.2,-18.14,-5.07,0.125,0.385,0.063,60.267,71.167,-10.9,0.808,17.27,2013
South Carolina UpSt.,33,0.485,-3.33,-4.53,0.5,0.692,0.313,70.152,66.485,3.667,1.153,16.58,2013
South Dakota,30,0.333,-7.5,-2.93,0.313,0.417,0.267,70.433,73.6,-3.167,1.033,14.57,2013
South Dakota St.,35,0.714,2.35,-3.27,0.813,1,0.438,73.371,65.714,7.657,1.386,14.06,2013
South Florida,31,0.387,4.31,7.72,0.167,0.556,0.167,58.774,62.194,-3.419,1.038,15.58,2013
Southeast Missouri St.,33,0.515,-5.49,-6.04,0.5,0.643,0.467,74.121,71.515,2.606,1.234,18.33,2013
Southeastern Louisiana,31,0.419,-10.67,-3.77,0.556,0.75,0.176,63.387,68.161,-4.774,0.761,19.06,2013
Southern,33,0.697,-2.62,-10.32,0.833,1,0.5,67.364,57.273,10.091,1.047,17.03,2013
USC,32,0.438,6.26,8.19,0.5,0.625,0.25,65.656,67.594,-1.938,0.946,18.13,2013
Southern Illinois,31,0.452,-0.84,2.26,0.333,0.692,0.267,63.355,65.129,-1.774,0.851,17.52,2013
SIU Edwardsville,27,0.333,-11.17,-4.65,0.313,0.615,0.071,62.926,67.667,-4.741,0.876,17.7,2013
SMU,32,0.469,-0.59,-1.34,0.313,0.5,0.462,64.5,62.719,1.781,0.829,17.47,2013
Southern Miss,37,0.73,8.95,1.49,0.75,0.875,0.6,73.865,63.459,10.405,1.011,19.05,2013
Southern Utah,31,0.355,-12.14,-5.11,0.4,0.643,0.143,66.645,71.935,-5.29,0.801,23.35,2013
St. Bonaventure,29,0.483,3.45,2.73,0.438,0.571,0.357,72.724,72,0.724,1.056,19.66,2013
St. Francis (NY),30,0.4,-5.91,-4.74,0.444,0.5,0.375,70.267,71.433,-1.167,1.046,18.87,2013
St. John's,33,0.515,5.82,7.18,0.444,0.688,0.385,64.788,66.152,-1.364,1.074,16.61,2013
Stanford,34,0.559,11.36,7.33,0.5,0.706,0.417,70.5,66.471,4.029,1.027,17.32,2013
Stephen F. Austin,32,0.844,4.23,-6.67,0.889,1,0.733,64.844,51.219,13.625,1.222,15.44,2013
Stetson,31,0.484,-6.13,-4.13,0.611,0.571,0.4,70.323,71.548,-1.226,1.024,16.74,2013
Stony Brook,33,0.758,5.61,-4.11,0.875,0.917,0.684,68.03,57.515,10.515,1.044,15.61,2013
Syracuse,40,0.75,20.3,8.57,0.611,0.895,0.5,70.4,58.675,11.725,1.135,15.93,2013
TCU,32,0.344,-4.28,4.39,0.111,0.5,0.091,55.031,62.563,-7.531,0.745,16.5,2013
Temple,34,0.706,9.54,5.21,0.688,0.824,0.667,72.235,67.912,4.324,1.358,16.41,2013
Tennessee,33,0.606,9.04,6.07,0.611,0.765,0.364,66.333,63.364,2.97,0.833,18.09,2013
Tennessee St.,33,0.545,-2.14,-1.27,0.688,0.846,0.313,71.515,69.939,1.576,0.85,19.12,2013
Tennessee Tech,29,0.414,-9.58,-3.21,0.313,0.643,0.2,64.759,67.276,-2.517,0.726,20.86,2013
Tennessee-Martin,30,0.3,-16.54,-4.14,0.313,0.5,0.133,66.933,76.5,-9.567,0.819,21.13,2013
Texas,34,0.471,6.84,6.54,0.389,0.75,0.167,65.559,65.647,-0.088,0.782,19.32,2013
Texas A&M,33,0.545,6.51,4.87,0.389,0.667,0.4,63.727,62.091,1.636,0.868,17.21,2013
Texas A&M-Corpus Christi,29,0.207,-11.78,-3.68,0.278,0.308,0.125,60.207,67.655,-7.448,0.9,19.59,2013
Texas Southern,31,0.548,-2.12,-7.28,0.889,0.769,0.389,70.29,65.129,5.161,1.191,16.39,2013
Texas St.,34,0.353,-6.39,-0.93,0.278,0.267,0.385,70.529,75.235,-4.706,0.881,19,2013
Texas Tech,31,0.355,-3.1,4.32,0.167,0.45,0.111,65.355,72.774,-7.419,0.754,19.16,2013
Texas-Rio Grande Valley,32,0.5,-13.37,-8.19,0.625,0.846,0.214,65.656,67.344,-1.688,0.898,17.5,2013
The Citadel,30,0.267,-16.96,-5.42,0.278,0.385,0.2,64.367,73.167,-8.8,0.972,15.2,2013
Toledo,28,0.536,-2.42,-3.03,0.625,0.667,0.4,68.857,68.25,0.607,1.086,17.11,2013
Towson,31,0.581,-1.89,-2.56,0.722,0.545,0.529,68.548,66.645,1.903,0.685,19.13,2013
Troy,33,0.364,-8.75,-4,0.3,0.533,0.143,62,66.758,-4.758,1.084,15.58,2013
Tulane,35,0.571,1.87,-1.8,0.375,0.789,0.231,69.6,65.686,3.914,0.935,16.71,2013
Tulsa,33,0.515,-1.06,0.94,0.5,0.643,0.385,67.909,68.152,-0.242,0.804,19.85,2013
UAB,33,0.485,0.27,1.52,0.438,0.733,0.286,71.424,71.242,0.182,1.037,18.82,2013
UC Davis,31,0.452,-3.8,-2.87,0.5,0.462,0.4,71.29,72.226,-0.935,1.055,17.19,2013
UC Irvine,37,0.568,-0.15,-0.97,0.611,0.929,0.278,69.135,65.351,3.784,1.258,17.59,2013
UC Riverside,31,0.194,-11.81,-2.02,0.167,0.357,0.067,59,66.516,-7.516,0.843,15.94,2013
UC Santa Barbara,31,0.355,-4.53,0.1,0.389,0.571,0.188,64.613,67.419,-2.806,1.025,17.94,2013
UCLA,35,0.714,12.82,7.77,0.722,0.833,0.667,74.4,69.343,5.057,1.43,15.03,2013
UNC Asheville,32,0.5,-3.63,-3.94,0.625,0.714,0.429,71.75,69.156,2.594,0.983,16.19,2013
UNC Greensboro,31,0.29,-9.38,-5.28,0.333,0.4,0.143,71.677,73.742,-2.065,0.952,21.81,2013
UNC Wilmington,30,0.333,-10.07,-2.24,0.278,0.643,0.063,63.3,70.367,-7.067,0.79,17.83,2013
UT Arlington,33,0.576,0.55,-0.94,0.611,0.467,0.667,64.273,62.788,1.485,0.846,20.76,2013
Utah,33,0.455,4.7,6.63,0.278,0.611,0.167,64.152,63.212,0.939,1.078,15.45,2013
Utah St.,31,0.677,3.75,-0.72,0.611,0.778,0.583,68.839,63.581,5.258,1.115,16.1,2013
Utah Valley,32,0.438,-11.39,-7.04,0.375,0.692,0.214,67.406,67.656,-0.25,1.174,14.63,2013
UTEP,32,0.563,4.62,2.37,0.625,0.8,0.364,63.813,61.563,2.25,1.081,17.13,2013
UTSA,32,0.313,-6.48,-1.01,0.176,0.25,0.267,64,69.469,-5.469,0.747,16.56,2013
Valparaiso,34,0.765,7.15,-1.12,0.813,0.882,0.667,71.176,62.324,8.853,0.961,17.24,2013
Vanderbilt,33,0.485,6.26,6.05,0.444,0.6,0.364,60.333,60.121,0.212,0.967,16.45,2013
